불용어 제거 리뷰,키워드,제품명,피부타입,기능,제품종류
트러블과 극지성 피부인데요 쓴지 1년 넘어가네요 처음 추천받아서 쓸때는 몰랐는데 꾸준히 쓰다보니까 좁쌀여드름이나 속건조를 잡아줘서 벌써 3통째 쓰고 있어용 토너도 있는거 같아서 써보랴고 합니당 피부타입에 적합한가 같아요,"트러블과, 극지성",닥터지 레드 블레미쉬 클리어 수딩 크림,"복합성, 건성, 지성","보습, 진정",크림
튜브타입이 더 청결해사 좋은거 같아요 가볍게 바르기 좋은 크림 입니다,"튜브타입이, 청결해사",닥터지 레드 블레미쉬 클리어 수딩 크림,"복합성, 건성, 지성","보습, 진정",크림
자극없이 순한건 좋은데 겨울철 보습엔 약하네요ㅠ 바르고 다른크림 더 발라야할듯요,"자극없이, 순한건",닥터지 레드 블레미쉬 클리어 수딩 크림,"복합성, 건성, 지성","보습, 진정",크림
순해서 자극없이 쓰기좋구여 건성분들은 보습이 약할수도 있어요,"순해서, 자극없이",닥터지 레드 블레미쉬 클리어 수딩 크림,"복합성, 건성, 지성","보습, 진정",크림
저는 유명템이고 피부 상태가 예민해서 따갑게 느껴지는건가 생각해서 몇달 짱박아두고 문득 생각나서 사용해봤는데요 따가워요 미세바늘 수십개로 얼굴을 와다다다 찌르는 느낌이에요 민감성 수부지이지만 바르고 따가운 크림은 얘가 처음이에요 여드름이 난다거나 하진 않지만 따가워서 못쓰겠어요 따가워요,"저는, 유명템이고",닥터지 레드 블레미쉬 클리어 수딩 크림,"복합성, 건성, 지성","보습, 진정",크림
음 수분 100에 몰빵한 크림이라 지성이 여름에 쓰기 좋은 같아요,"수분, 100에",닥터지 레드 블레미쉬 클리어 수딩 크림,"복합성, 건성, 지성","보습, 진정",크림
내 남자친구가 좋아하는 크림 그는 지성 피부를 가지고 있고 항상 크림이 그의 피부를 지성으로 만들고 발진을 일으킨다고 불평합니다 남자친구는 크림을 사용하기 시작한 이후로 피부의 혼란이 개선되었다고 합니다 두껍고 기름진 제품을 바를 여드름이 잘 생기는 지성 피부를 가진 사람들에게 크림을 추천합니다,"남자친구가, 좋아하는",닥터지 레드 블레미쉬 클리어 수딩 크림,"복합성, 건성, 지성","보습, 진정",크림
한달이상 후기 겨울에 사용했던 크림이에요 건성피부가 겨울에 사용하기엔 보습력이 약한편이지만 자기전에 앰플 먼저 바르고 수분크림 듬뿍 올려서 수분 보충용으로 사용했더니 괜찮더라구요 건성피부는 겨울 여름에 사용하기 좋을 제품이에요 향은 없고 가벼운 제형이에요,"한달이상, 후기",닥터지 레드 블레미쉬 클리어 수딩 크림,"복합성, 건성, 지성","보습, 진정",크림
닥터지 레드블레미쉬 크림은 여름에 추천드리는 제품입니당 피부가 지성이신분들은 겨울에도 추천해용,"닥터지, 레드블레미쉬",닥터지 레드 블레미쉬 클리어 수딩 크림,"복합성, 건성, 지성","보습, 진정",크림
닥터지 블레미쉬 수딩크림 년차 사용중인 찐 리뷰입니다 사용한지는 한 3년정도 된거같아요 저는 건성피부인데 사실 닥터지 수딩크림은 겨울에 크림으로 사용하기 어려워요 가벼운편이고 건성피부가 쓰기엔 얼굴 당김이 있어요 저는 겨울 제외한 나머지계절 여름에는 스킨바르고 닥터지만 발라도 최고 순하고 진정도되고 정말정말 순해요 피부가 거칠어지거나 예민해질때 닥터지만 발라줘도 진정되더라구요 겨울에는 아무래도 건조하기ㄸㅐ문에 저는 닥터지는 겨울엔 로션용으로 사용해요 토너닥터지보습크림 이렇게요 괜찮아요 닥터지는 금방 잘 스며들어서 겨울엔 중간단계로 사용하기좋아요 닥터지만 사용하고싶은분들은 펴발라주시고 몇분뒤에 더 발라도 되용 저도 겨울에 얼굴 예민해진다싶으면 토너바르고 닥터지 블레미쉬크림만 한 두번 덧발라주는데 좋네요,"닥터지, 블레미쉬",닥터지 레드 블레미쉬 클리어 수딩 크림,"복합성, 건성, 지성","보습, 진정",크림
닥터지 수분 크림은 몇년째 사용중입니다 촉촉함이 오랫동안 유지됩니다,"닥터지, 수분",닥터지 레드 블레미쉬 클리어 수딩 크림,"복합성, 건성, 지성","보습, 진정",크림
두달정도 사용했습니다 수분크림답게 보습력이 좋아요 속 건조가 심한 편이라 수분크림을 사용해도 얼굴에 겉도는 느낌이었는데 제품은 느낌 속건조까지 싹 잡아줍니다 젤타입이라 사계절 상관 사용 할 수 있고 가벼운 제형이라 화장 전에도 사용 가능해요 성분도 순한 편이라 민감성이신 분들도 믿고 사용할 수 있을 같습니다 가벼운 수딩젤 같은 제형에 촉촉한 느낌이라 자주 사용하고 있어요 자기전에는 수면팩처럼 도톰하게 발라주면 다음날 피부 최고 아쉬운점은 펌프나 튜브형식이 아니라 사용하기가 불편해요ㅠㅠ 위생적으로 사용할 수 있도록 증정품처럼 튜브형식으로도 출시되면 좋을 같아요 속건조가 심하신 분들이나 가벼운 타입의 수분크림을 사용하시는 분들 꼭 구매해보세요,"두달정도, 사용했습니다",닥터지 레드 블레미쉬 클리어 수딩 크림,"복합성, 건성, 지성","보습, 진정",크림
제형은 여름에 쓰기 좋아요 자극 순하고 부드러워요 마스크랑 열 뾰루지가 나서 걱정인데 좋은 거 같아요 처음 써봤는데 좋아서 이것만 쓰려고요 바르고 화장도 안 밀리고 잘 흡수되어서 좋아요 양도 많고 좋아요 냄새도 좋고 촉촉해서 수분 진정에 좋아요 시계는 안 만들었지만 만드려고요 크림은 스푼까지 있어서 위생적으로 사용할 수 있어서 좋아요 토너에 화장솜은 부드럽고 자극적이지 않아서 좋아요 주변 사람들한테 좋은 토너랑 크림 있다고 자랑하고 소문내려고요 이걸 알았는지 후회하고 있어요ㅠㅠㅠ 빨리 알았다면 좋았을텐데ㅠㅠ 좋은 제품 알게 되어서 행복하고 신나네요ㅎㅎㅎㅎ 한 번 쓰면 쓰게되는 제품이라서 큰일이네요ㅎㅎ 꾸준히 잘 써서 피부 좋아질게요 다들 아기 피부로 태어나세요ㅎㅎㅎ 닥터지 좋은 제품 만들어주셔서 감사합니다ㅎㅎ,"제형은, 여름에",닥터지 레드 블레미쉬 클리어 수딩 크림,"복합성, 건성, 지성","보습, 진정",크림
항상 사용했던 제품인데 안쓰고 있었더니 피부가 엉망이네요11한다길래 얼른 사왔습니다 마침 방에 시계가 없는데 시계키트도 있길래 만들어 봤네요,"항상, 사용했던",닥터지 레드 블레미쉬 클리어 수딩 크림,"복합성, 건성, 지성","보습, 진정",크림
벌써 한 10년은 쓴 같은 수딩크림 진정효과가 뛰어나서 잘 듬뿍 올려 슬리핑마스크처럼 사용하기도 하는 팩겸용 크림,"벌써, 10년은",닥터지 레드 블레미쉬 클리어 수딩 크림,"복합성, 건성, 지성","보습, 진정",크림
수딩크림이아죿이네요 부드럽게ㅡ발리면사ㅜ아주 버삽이 짱짱하네요ㅠ굿굿,"수딩크림이아죿이네요, 부드럽게ㅡ발리면사ㅜ아주",닥터지 레드 블레미쉬 클리어 수딩 크림,"복합성, 건성, 지성","보습, 진정",크림
유명하다고 해서 구매해서 사용해봤는데 확실히 크림이 발림성이 부드럽고 좋아요 제형은 무거운 크림제형은 아니고 부드러운 로션제형이에요 그런지 얼굴에 바를때 잘발려서 좋더라구요 흡수도 빨리돼서 끈적임 꾸덕거림 잔여감느껴지는거 싫어하시는 분들에게 추천드리고 싶어요 금방 흡수된다고 보습력이 떨어지는것도 아니에요 속보습까지 채워줘서 촉촉하고 좋아요 저는 저녁에 자기전에 바르는데 아침에 세안할때 피부가 뽀송하고 부드러워서 좋더라구요ㅎㅎ 에스네이처꺼 처음써보는데 만족해서 지인들한테도 추천드렸어요 에스네이처 크림이 살짝 가볍다 싶으면 에스네이처크림 바르고 조금더 무거운 크림 자기전에 발라도 괜찮아요 요즘같이 날씨 추울때는 금방 흡수 되는 편이더라구요,"유명하다고, 해서",에스네이처 아쿠아 스쿠알란 수분크림,"복합성, 건성, 지성","보습, 진정",크림
꾸준히 사용중인 아침용 크림 유명해서 입아픈제품 떨어지면 불안 예비한개씩 구비,"꾸준히, 사용중인",에스네이처 아쿠아 스쿠알란 수분크림,"복합성, 건성, 지성","보습, 진정",크림
화장 전 수분크림으로 구매했어용 1개 구매하나 11으로 구매하는게 더 좋은 거 같아소 11으로 구매했어욘ㅎㅎ 이미 패드는 쓰는 중이었고 건조해진 날씨에 로션 바릉 수분크림으오 주문했아옹 양조절 실패해서 발라버려서 두두두 촵촵하고 두두리니까 아주 광이 기깔나요 ㅠ 종일 저녁에 강철바람에도 그떡없는 화잘먹 크림 인정합니다,"화장, 수분크림으로",에스네이처 아쿠아 스쿠알란 수분크림,"복합성, 건성, 지성","보습, 진정",크림
현 올리브영 메이트 등급의 리뷰 수부지 지성피부 평소 화잘먹이지만 가볍고 흡수 잘되는 수분크림을 찾던와중 유독 에스네이처 크림이 인기가 많아서 구매해봤는데 인생템입니다 벌써 두번째 구매인데 세일할때 기획세트로 사면 2만원 중반대에 살수있어서 비싸지만 용서됩니다 그나마 수부지 지성피부인데 촉촉하지만 가볍게 마무리되서 속 수분을 가득채워줘서 피부를 쫀쫀하게 만들어주는 제품이예요 이름처럼 화잘먹 피부 인정 확실히 아침에 바르고 화장을 해주니까 화장이 뜨거나 건조해서 갈라지지않었어요 크림이 튜브형이라 사용하기 편했어요 스파츌라가 필요없다니 세상 간편 건성분들은 건조할거같고 지성이나 수부지분들 한번만 써주세요 지성을 위한 크림입니다 화잘먹 피부 가능 장점 촉촉하지만 가벼운 타입 튜브형이라 사용하기 편함 화잘먹 피부 세상 쫀쫀해짐 단점 세일 안 사기엔 부담스러운 가격 이정도까지 비싸야되나 싶음,"올리브영, 메이트",에스네이처 아쿠아 스쿠알란 수분크림,"복합성, 건성, 지성","보습, 진정",크림
제가 저번에 혹평을 남겼었는데 거기서 처박템 될 예정이라고 했잖아요 그말대로 됨 리뷰 쓴 이후로 손도 안댔어요 사용감이 별로였어서 아직도 기억남 이상한 기름기도 느껴지고 수분천재는 다 날라가버리는 수분이라 광고만 하지 내실은 없는 크림,"제가, 저번에",에스네이처 아쿠아 스쿠알란 수분크림,"복합성, 건성, 지성","보습, 진정",크림
에스네이처 아쿠아 스쿠알란 수분크림 한달 사용 리뷰입니다 구매당시 첫구매였는데요 구매당시에 올리브영에 입점되어서 뜨기 시작하기 직전이였었거든요 호기심에 궁금하길래 구매해봤었었습니다 저는 수분 부족형 지성이예요 되게 이도 저도 아닌 애매한 타입이죠ㅠ 개기름이 돌아서 안 건조해보이지만 사실은 속은 건조해서 당기고 각질뜨고 티존은 유분끼 낭낭해서 기름 제거해줘야되구요 이게 뭐 바르기 예민해서 화장품 고를때마다 고민인데 제품은 수분감이 촉촉하긴하더라구요 아쉽게도 유지력은 오래가진 않아요 처음 발랐을땐 가볍게 수분감있네 했는데 바르다보니 유분감이 올라오더라구요 신기했어요 유분막이 형성되는 느낌이랄까ㅋㅋ 그러다보니 얼굴에 유분기도 겉돌구요 속까지 채워주는 느낌은 아니예요ㅜㅜ 구매하고선 아쉬운 제품입니다 지성분들은 안맞으실거같아요,"에스네이처, 아쿠아",에스네이처 아쿠아 스쿠알란 수분크림,"복합성, 건성, 지성","보습, 진정",크림
환절기에 무난하게 사용하기 좋은 촉촉한 제형 절대 기름지지는 않음,"환절기에, 무난하게",에스네이처 아쿠아 스쿠알란 수분크림,"복합성, 건성, 지성","보습, 진정",크림
젤크림 같은 제형이라 가볍고 촉촉한데 저는 꾸덕한 제형쓰면 피부가 뒤집어지길래 이런종류만 쓰는데 이게 딱맞고 좋아요,"젤크림, 같은",에스네이처 아쿠아 스쿠알란 수분크림,"복합성, 건성, 지성","보습, 진정",크림
지성피부 기준 유수분밸런스 맞추기 좋은 무난한 수분크림 여름엔 수분감많은 젤타입을 쓰다가도 겨울만 되면 찾게 되는 만만한 제품 살짝의 유분이 들어간 수분크림이라느낌상 37 겨울철에 쓰기 좋다 토너와 에센스로 수분빵빵하게 넣어주고 위에 코팅해주는 식으로 살짝 덧발라주면 빤딱빤딱 탕후루 피부가 됨 바르면 피부가 쫀쫀해져서 매트파데도 잘 먹음 양조절 못하면 유분도 빨리 올라오고 좁쌀도 올라옴,"지성피부, 기준",에스네이처 아쿠아 스쿠알란 수분크림,"복합성, 건성, 지성","보습, 진정",크림
몇통째인지 모를정도로 세일때마다 쟁여서 사용중이예요 인생템이죠 겉돌지않고 잘 스며들어서 얼굴에 유수분 발란스가 잘 맞아서 좋아요 향도없고 순하고 왠만한 피부에 다맞출것같은 크림임니다 조아요,"몇통째인지, 모를정도로",에스네이처 아쿠아 스쿠알란 수분크림,"복합성, 건성, 지성","보습, 진정",크림
